"Time","Stock_1","Stock_2","Stock_3","Stock_4","Stock_5","Stock_6","Stock_7","Stock_8","Stock_9","Stock_10"
"1","96.35134240326695","98.65435622207372","95.96871711450198","66.36011132111972","91.47081880950421","110.0","66.83678200400499","65.0363205103047","63.090957674797316","0.0"
"2","82.70268480653391","87.30871244414743","81.93743422900397","67.09981366381905","72.94163761900842","110.0","68.37923830442372","65.50452926768365","62.84666980046738","0.0"
"3","65.32218254012798","73.11082385834763","67.47895342046338","68.78436224510943","52.64718824529453","108.03243219789917","67.83680996335042","66.57405848647002","68.13112443072588","0.0"
"4","39.342155722186334","56.53238452995643","49.202233592923335","75.83273460783043","31.902483260851326","95.80843713075015","58.97703572364949","65.60763482447472","72.68708199965158","0.0"
"5","34.75005932256542","39.9307060045073","29.860972322897204","105.1424042668507","35.70359910865489","76.16997910438783","64.47240165437535","79.27400509912628","102.9032725154723","0.0"
"6","38.21798495249246","22.709808963562548","30.217743830439055","134.58320978609368","38.56169421176826","53.88163265166321","74.40228515034016","102.5543016969554","123.22273488549432","0.0"
"7","41.57675088850154","22.2448738035027","38.195880881015874","131.2724937871464","40.945071177972494","33.99786151883615","72.29594878784864","103.02543323624909","116.81938147758409","0.0"
"8","43.303376201315125","23.56660133717189","38.47278145061589","128.73910449529717","41.24240745789554","34.072706993831346","74.65719008654371","102.18840026502801","114.54579612044536","0.0"
"9","43.62069374757182","24.58460284000173","38.540630027587994","125.78934983452159","40.92321443916853","33.53666569191837","74.59317300988357","100.64651297120177","112.25050901423702","0.0"
"10","43.78778484280153","24.983023736864872","38.54027816237024","123.3323611611292","40.647524241192905","33.00651165498616","75.45387316662124","99.38984268416439","110.0847908783129","0.0"
"11","44.281287861888615","25.355868169130783","38.59380588917518","121.34299304345224","40.60770627260136","32.79007771996065","76.09452977878982","98.3360740748906","108.24600156506581","0.0"
"12","43.677370416884116","24.99328677831479","38.2132092988825","119.62798338596615","40.17268576536554","31.769475466401136","76.82874847323468","97.26309459517708","106.11579958447807","0.0"
